,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FGA,FG%,3P,3PA,3P%,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,height
649,12.0,90.0,-5.7,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.1,-0.2,-0.107,0.0,0.0,0.0,0.0,18.0,0.167,0.0,0.0,0.0,18.0,0.167,0.167,5.0,9.0,0.556,0.0,0.0,10.0,2.0,0.0,0.0,29.0,11.0,201.0
658,67.0,2303.0,20.5,0.448,0.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,3.4,6.3,0.131,0.0,0.0,0.0,0.0,865.0,0.36,0.0,0.0,0.0,865.0,0.36,0.36,336.0,465.0,0.723,0.0,0.0,769.0,151.0,0.0,0.0,267.0,958.0,196.0
662,69.0,2769.0,16.2,0.436,0.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3.7,5.8,0.101,0.0,0.0,0.0,0.0,799.0,0.34,0.0,0.0,0.0,799.0,0.34,0.34,350.0,513.0,0.682,0.0,0.0,687.0,156.0,0.0,0.0,303.0,894.0,173.0
668,68.0,2263.0,12.9,0.479,0.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.5,3.5,0.074,0.0,0.0,0.0,0.0,475.0,0.419,0.0,0.0,0.0,475.0,0.419,0.419,176.0,281.0,0.626,0.0,0.0,506.0,129.0,0.0,0.0,242.0,574.0,198.0
676,71.0,2891.0,17.3,0.428,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,5.5,6.9,0.115,0.0,0.0,0.0,0.0,842.0,0.379,0.0,0.0,0.0,842.0,0.379,0.379,193.0,295.0,0.654,0.0,0.0,793.0,227.0,0.0,0.0,214.0,831.0,208.0
679,70.0,3166.0,25.9,0.534,0.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.3,15.3,0.232,0.0,0.0,0.0,0.0,1114.0,0.452,0.0,0.0,0.0,1114.0,0.452,0.452,556.0,794.0,0.7,0.0,0.0,976.0,197.0,0.0,0.0,248.0,1564.0,193.0
680,70.0,1355.0,10.0,0.416,0.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.6,1.8,0.062,0.0,0.0,0.0,0.0,436.0,0.333,0.0,0.0,0.0,436.0,0.333,0.333,146.0,199.0,0.734,0.0,0.0,236.0,76.0,0.0,0.0,247.0,436.0,185.0
698,69.0,2902.0,24.3,0.543,0.669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,2.3,14.5,0.239,0.0,0.0,0.0,0.0,997.0,0.452,0.0,0.0,0.0,997.0,0.452,0.452,500.0,667.0,0.75,0.0,0.0,629.0,280.0,0.0,0.0,188.0,1402.0,190.0
699,69.0,771.0,9.6,0.345,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2,0.6,-0.6,-0.037,0.0,0.0,0.0,0.0,252.0,0.302,0.0,0.0,0.0,252.0,0.302,0.302,39.0,56.0,0.696,0.0,0.0,182.0,75.0,0.0,0.0,110.0,191.0,196.0
713,62.0,927.0,9.2,0.351,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,0.9,-0.7,-0.038,0.0,0.0,0.0,0.0,292.0,0.267,0.0,0.0,0.0,292.0,0.267,0.267,79.0,98.0,0.806,0.0,0.0,237.0,39.0,0.0,0.0,124.0,235.0,208.0
714,19.0,358.0,12.6,0.352,0.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0.3,-0.4,-0.051,0.0,0.0,0.0,0.0,134.0,0.291,0.0,0.0,0.0,134.0,0.291,0.291,27.0,34.0,0.794,0.0,0.0,119.0,22.0,0.0,0.0,40.0,105.0,193.0
715,43.0,569.0,7.0,0.349,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.6,-0.3,-0.029,0.0,0.0,0.0,0.0,158.0,0.247,0.0,0.0,0.0,158.0,0.247,0.247,52.0,64.0,0.813,0.0,0.0,118.0,17.0,0.0,0.0,84.0,130.0,185.0
716,70.0,2651.0,28.5,0.48,0.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,6.9,14.6,0.264,0.0,0.0,0.0,0.0,1252.0,0.399,0.0,0.0,0.0,1252.0,0.399,0.399,442.0,567.0,0.78,0.0,0.0,1007.0,201.0,0.0,0.0,290.0,1442.0,185.0
718,70.0,2018.0,15.4,0.404,0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0.9,0.2,0.005,0.0,0.0,0.0,0.0,781.0,0.35,0.0,0.0,0.0,781.0,0.35,0.35,187.0,287.0,0.652,0.0,0.0,669.0,115.0,0.0,0.0,250.0,733.0,190.0
719,10.0,160.0,9.4,0.307,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.3,-0.2,-0.061,0.0,0.0,0.0,0.0,56.0,0.268,0.0,0.0,0.0,56.0,0.268,0.268,9.0,17.0,0.529,0.0,0.0,60.0,6.0,0.0,0.0,26.0,39.0,185.0
720,60.0,1858.0,15.9,0.411,0.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.6,0.4,0.011,0.0,0.0,0.0,0.0,725.0,0.356,0.0,0.0,0.0,725.0,0.356,0.356,178.0,270.0,0.659,0.0,0.0,609.0,109.0,0.0,0.0,224.0,694.0,203.0
736,24.0,384.0,17.3,0.52,1.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.6,1.7,0.218,0.0,0.0,0.0,0.0,87.0,0.391,0.0,0.0,0.0,87.0,0.391,0.391,64.0,91.0,0.703,0.0,0.0,89.0,21.0,0.0,0.0,68.0,132.0,213.0
752,68.0,2288.0,18.2,0.446,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.4,5.8,0.122,0.0,0.0,0.0,0.0,802.0,0.368,0.0,0.0,0.0,802.0,0.368,0.368,294.0,429.0,0.685,0.0,0.0,745.0,135.0,0.0,0.0,274.0,884.0,203.0
753,69.0,2454.0,14.4,0.466,0.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,3.2,6.5,0.126,0.0,0.0,0.0,0.0,690.0,0.388,0.0,0.0,0.0,690.0,0.388,0.388,234.0,310.0,0.755,0.0,0.0,510.0,137.0,0.0,0.0,257.0,770.0,196.0
764,67.0,1044.0,19.1,0.496,0.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.7,4.0,0.186,0.0,0.0,0.0,0.0,254.0,0.358,0.0,0.0,0.0,254.0,0.358,0.358,172.0,234.0,0.735,0.0,0.0,373.0,74.0,0.0,0.0,213.0,354.0,203.0
766,65.0,1707.0,18.9,0.463,0.534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7,5.7,0.159,0.0,0.0,0.0,0.0,637.0,0.377,0.0,0.0,0.0,637.0,0.377,0.377,249.0,340.0,0.732,0.0,0.0,458.0,127.0,0.0,0.0,252.0,729.0,203.0
804,72.0,2672.0,22.9,0.491,0.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,1.0,8.6,0.155,0.0,0.0,0.0,0.0,983.0,0.417,0.0,0.0,0.0,983.0,0.417,0.417,449.0,704.0,0.638,0.0,0.0,958.0,82.0,0.0,0.0,253.0,1269.0,203.0
806,72.0,2693.0,22.8,0.483,0.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,3.9,10.4,0.186,0.0,0.0,0.0,0.0,919.0,0.409,0.0,0.0,0.0,919.0,0.409,0.409,338.0,475.0,0.712,0.0,0.0,967.0,161.0,0.0,0.0,258.0,1090.0,190.0
831,72.0,3296.0,25.6,0.531,0.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,3.0,18.3,0.267,0.0,0.0,0.0,0.0,1317.0,0.449,0.0,0.0,0.0,1317.0,0.449,0.449,577.0,772.0,0.747,0.0,0.0,797.0,203.0,0.0,0.0,259.0,1759.0,206.0
834,5.0,47.0,17.4,0.438,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.183,0.0,0.0,0.0,0.0,10.0,0.3,0.0,0.0,0.0,10.0,0.3,0.3,7.0,11.0,0.636,0.0,0.0,17.0,6.0,0.0,0.0,9.0,13.0,193.0
840,72.0,1255.0,20.7,0.465,0.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.7,5.2,0.2,0.0,0.0,0.0,0.0,560.0,0.423,0.0,0.0,0.0,560.0,0.423,0.423,114.0,164.0,0.695,0.0,0.0,419.0,51.0,0.0,0.0,210.0,588.0,203.0
842,71.0,2792.0,23.4,0.563,0.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,1.5,14.6,0.252,0.0,0.0,0.0,0.0,950.0,0.486,0.0,0.0,0.0,950.0,0.486,0.486,420.0,554.0,0.758,0.0,0.0,571.0,271.0,0.0,0.0,168.0,1344.0,206.0
852,9.0,71.0,8.2,0.376,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,-0.023,0.0,0.0,0.0,0.0,24.0,0.333,0.0,0.0,0.0,24.0,0.333,0.333,5.0,9.0,0.556,0.0,0.0,20.0,3.0,0.0,0.0,15.0,21.0,211.0
853,72.0,2362.0,28.7,0.466,0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.6,12.7,0.258,0.0,0.0,0.0,0.0,1160.0,0.38,0.0,0.0,0.0,1160.0,0.38,0.38,424.0,546.0,0.777,0.0,0.0,1028.0,174.0,0.0,0.0,268.0,1306.0,196.0
855,72.0,1657.0,21.3,0.486,0.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.6,4.9,0.141,0.0,0.0,0.0,0.0,600.0,0.407,0.0,0.0,0.0,600.0,0.407,0.407,231.0,317.0,0.729,0.0,0.0,537.0,95.0,0.0,0.0,194.0,719.0,206.0
858,67.0,899.0,9.9,0.365,0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,1.7,0.1,0.007,0.0,0.0,0.0,0.0,369.0,0.317,0.0,0.0,0.0,369.0,0.317,0.317,78.0,132.0,0.591,0.0,0.0,257.0,24.0,0.0,0.0,139.0,312.0,196.0
860,1.0,2.0,-20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.724,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,196.0
872,72.0,2385.0,18.2,0.447,0.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.8,7.8,0.157,0.0,0.0,0.0,0.0,872.0,0.368,0.0,0.0,0.0,872.0,0.368,0.368,307.0,430.0,0.714,0.0,0.0,728.0,120.0,0.0,0.0,284.0,949.0,196.0
878,72.0,2655.0,24.3,0.498,0.606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,6.3,14.8,0.267,0.0,0.0,0.0,0.0,973.0,0.38,0.0,0.0,0.0,973.0,0.38,0.38,488.0,590.0,0.827,0.0,0.0,870.0,214.0,0.0,0.0,232.0,1228.0,193.0
883,68.0,1576.0,20.1,0.459,0.558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.2,4.7,0.143,0.0,0.0,0.0,0.0,493.0,0.381,0.0,0.0,0.0,493.0,0.381,0.381,188.0,275.0,0.684,0.0,0.0,555.0,80.0,0.0,0.0,210.0,564.0,190.0
884,21.0,155.0,13.8,0.373,0.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.2,0.1,0.039,0.0,0.0,0.0,0.0,35.0,0.257,0.0,0.0,0.0,35.0,0.257,0.257,18.0,30.0,0.6,0.0,0.0,62.0,10.0,0.0,0.0,26.0,36.0,185.0
885,47.0,1421.0,20.7,0.467,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,1.9,4.6,0.155,0.0,0.0,0.0,0.0,458.0,0.391,0.0,0.0,0.0,458.0,0.391,0.391,170.0,245.0,0.694,0.0,0.0,493.0,70.0,0.0,0.0,184.0,528.0,198.0
887,72.0,2006.0,14.8,0.425,0.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,2.5,0.059,0.0,0.0,0.0,0.0,713.0,0.358,0.0,0.0,0.0,713.0,0.358,0.358,210.0,305.0,0.689,0.0,0.0,484.0,128.0,0.0,0.0,234.0,720.0,190.0
931,61.0,766.0,9.4,0.431,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.9,0.057,0.0,0.0,0.0,0.0,182.0,0.385,0.0,0.0,0.0,182.0,0.385,0.385,35.0,48.0,0.729,0.0,0.0,206.0,36.0,0.0,0.0,100.0,175.0,188.0
935,72.0,2024.0,20.4,0.494,0.599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,2.5,7.2,0.172,0.0,0.0,0.0,0.0,832.0,0.438,0.0,0.0,0.0,832.0,0.438,0.438,310.0,498.0,0.622,0.0,0.0,818.0,67.0,0.0,0.0,286.0,1038.0,196.0
937,70.0,2264.0,23.0,0.57,0.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,3.0,13.3,0.282,0.0,0.0,0.0,0.0,818.0,0.487,0.0,0.0,0.0,818.0,0.487,0.487,393.0,513.0,0.766,0.0,0.0,700.0,118.0,0.0,0.0,264.0,1189.0,201.0
956,72.0,2917.0,25.4,0.536,0.649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,3.9,15.4,0.253,0.0,0.0,0.0,0.0,1184.0,0.44,0.0,0.0,0.0,1184.0,0.44,0.44,589.0,769.0,0.766,0.0,0.0,1085.0,215.0,0.0,0.0,255.0,1631.0,203.0
960,72.0,1529.0,18.2,0.462,0.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.157,0.0,0.0,0.0,0.0,718.0,0.419,0.0,0.0,0.0,718.0,0.419,0.419,152.0,223.0,0.682,0.0,0.0,474.0,80.0,0.0,0.0,165.0,754.0,198.0
965,70.0,2361.0,21.0,0.479,0.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,3.6,8.5,0.173,0.0,0.0,0.0,0.0,1192.0,0.435,0.0,0.0,0.0,1192.0,0.435,0.435,273.0,398.0,0.686,0.0,0.0,802.0,100.0,0.0,0.0,262.0,1311.0,203.0
966,71.0,2706.0,18.6,0.522,0.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,1.4,8.9,0.157,0.0,0.0,0.0,0.0,951.0,0.424,0.0,0.0,0.0,951.0,0.424,0.424,442.0,558.0,0.792,0.0,0.0,600.0,275.0,0.0,0.0,171.0,1248.0,190.0
979,71.0,1227.0,11.6,0.466,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,1.7,0.068,0.0,0.0,0.0,0.0,284.0,0.423,0.0,0.0,0.0,284.0,0.423,0.423,72.0,115.0,0.626,0.0,0.0,451.0,82.0,0.0,0.0,222.0,312.0,196.0
982,13.0,194.0,0.0,0.278,0.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.203,0.0,0.0,0.0,59.0,0.203,0.203,14.0,21.0,0.667,0.0,0.0,47.0,9.0,0.0,0.0,22.0,38.0,201.0
992,69.0,1970.0,17.0,0.461,0.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.6,3.9,0.095,0.0,0.0,0.0,0.0,699.0,0.371,0.0,0.0,0.0,699.0,0.371,0.371,279.0,375.0,0.744,0.0,0.0,703.0,112.0,0.0,0.0,253.0,797.0,203.0
993,72.0,2473.0,12.0,0.438,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,3.8,5.0,0.096,0.0,0.0,0.0,0.0,801.0,0.368,0.0,0.0,0.0,801.0,0.368,0.368,222.0,284.0,0.782,0.0,0.0,489.0,178.0,0.0,0.0,242.0,812.0,201.0
1002,69.0,1685.0,22.0,0.517,0.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,2.9,8.1,0.232,0.0,0.0,0.0,0.0,577.0,0.407,0.0,0.0,0.0,577.0,0.407,0.407,351.0,492.0,0.713,0.0,0.0,684.0,84.0,0.0,0.0,273.0,821.0,213.0
1010,70.0,1127.0,12.9,0.455,0.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,1.7,0.074,0.0,0.0,0.0,0.0,399.0,0.398,0.0,0.0,0.0,399.0,0.398,0.398,108.0,156.0,0.692,0.0,0.0,285.0,58.0,0.0,0.0,170.0,426.0,196.0
1028,7.0,38.0,12.2,0.579,0.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.198,0.0,0.0,0.0,0.0,9.0,0.556,0.0,0.0,0.0,9.0,0.556,0.556,4.0,7.0,0.571,0.0,0.0,9.0,1.0,0.0,0.0,9.0,14.0,201.0
1040,3.0,16.0,-3.3,0.145,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.1,-0.288,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,2.0,203.0
1044,60.0,1290.0,13.8,0.491,0.638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.9,2.8,0.104,0.0,0.0,0.0,0.0,370.0,0.403,0.0,0.0,0.0,370.0,0.403,0.403,167.0,236.0,0.708,0.0,0.0,443.0,39.0,0.0,0.0,211.0,465.0,213.0
1047,72.0,1702.0,18.6,0.506,0.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,1.2,5.5,0.155,0.0,0.0,0.0,0.0,668.0,0.415,0.0,0.0,0.0,668.0,0.415,0.415,331.0,469.0,0.706,0.0,0.0,623.0,47.0,0.0,0.0,293.0,885.0,198.0
1050,72.0,2024.0,23.8,0.547,0.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,2.6,11.1,0.264,0.0,0.0,0.0,0.0,821.0,0.447,0.0,0.0,0.0,821.0,0.447,0.447,432.0,555.0,0.778,0.0,0.0,648.0,127.0,0.0,0.0,263.0,1166.0,206.0
1068,70.0,1535.0,22.0,0.523,0.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,1.9,6.9,0.214,0.0,0.0,0.0,0.0,575.0,0.43,0.0,0.0,0.0,575.0,0.43,0.43,283.0,383.0,0.739,0.0,0.0,414.0,159.0,0.0,0.0,147.0,777.0,201.0
1070,70.0,2594.0,25.1,0.555,0.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,2.7,13.9,0.258,0.0,0.0,0.0,0.0,1092.0,0.457,0.0,0.0,0.0,1092.0,0.457,0.457,549.0,685.0,0.801,0.0,0.0,872.0,225.0,0.0,0.0,251.0,1547.0,193.0
1073,72.0,2114.0,15.7,0.447,0.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3.3,4.6,0.105,0.0,0.0,0.0,0.0,935.0,0.403,0.0,0.0,0.0,935.0,0.403,0.403,207.0,316.0,0.655,0.0,0.0,607.0,84.0,0.0,0.0,168.0,961.0,201.0
1077,71.0,2518.0,23.5,0.484,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,2.5,8.1,0.155,0.0,0.0,0.0,0.0,1370.0,0.434,0.0,0.0,0.0,1370.0,0.434,0.434,338.0,469.0,0.721,0.0,0.0,992.0,164.0,0.0,0.0,245.0,1526.0,206.0
1078,71.0,2354.0,18.3,0.51,0.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,1.6,7.8,0.158,0.0,0.0,0.0,0.0,995.0,0.422,0.0,0.0,0.0,995.0,0.422,0.422,400.0,504.0,0.794,0.0,0.0,422.0,211.0,0.0,0.0,158.0,1240.0,211.0
1086,37.0,765.0,17.8,0.455,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.6,0.098,0.0,0.0,0.0,0.0,375.0,0.395,0.0,0.0,0.0,375.0,0.395,0.395,94.0,122.0,0.77,0.0,0.0,308.0,53.0,0.0,0.0,153.0,390.0,190.0
1089,71.0,910.0,9.6,0.398,0.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.9,0.5,0.024,0.0,0.0,0.0,0.0,240.0,0.371,0.0,0.0,0.0,240.0,0.371,0.371,44.0,89.0,0.494,0.0,0.0,345.0,53.0,0.0,0.0,159.0,222.0,201.0
1095,72.0,2794.0,27.3,0.502,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,4.8,13.8,0.236,0.0,0.0,0.0,0.0,1507.0,0.429,0.0,0.0,0.0,1507.0,0.429,0.429,557.0,757.0,0.736,0.0,0.0,1164.0,189.0,0.0,0.0,202.0,1849.0,213.0
1101,68.0,1597.0,12.1,0.458,0.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.4,2.6,0.079,0.0,0.0,0.0,0.0,493.0,0.383,0.0,0.0,0.0,493.0,0.383,0.383,170.0,240.0,0.708,0.0,0.0,553.0,88.0,0.0,0.0,300.0,548.0,203.0
1102,72.0,1883.0,12.4,0.441,0.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.7,3.6,0.092,0.0,0.0,0.0,0.0,692.0,0.361,0.0,0.0,0.0,692.0,0.361,0.361,220.0,281.0,0.783,0.0,0.0,416.0,131.0,0.0,0.0,244.0,720.0,188.0
1112,72.0,1975.0,20.6,0.513,0.679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,3.3,8.6,0.21,0.0,0.0,0.0,0.0,733.0,0.43,0.0,0.0,0.0,733.0,0.43,0.43,346.0,498.0,0.695,0.0,0.0,774.0,131.0,0.0,0.0,318.0,976.0,203.0
1118,72.0,1640.0,12.7,0.452,0.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.5,3.7,0.107,0.0,0.0,0.0,0.0,576.0,0.392,0.0,0.0,0.0,576.0,0.392,0.392,163.0,238.0,0.685,0.0,0.0,436.0,95.0,0.0,0.0,248.0,615.0,188.0
1120,67.0,2323.0,22.1,0.422,0.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,5.9,6.0,0.125,0.0,0.0,0.0,0.0,1137.0,0.354,0.0,0.0,0.0,1137.0,0.354,0.354,319.0,447.0,0.714,0.0,0.0,1094.0,328.0,0.0,0.0,276.0,1125.0,203.0
1136,6.0,40.0,4.7,0.337,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,-0.044,0.0,0.0,0.0,0.0,11.0,0.273,0.0,0.0,0.0,11.0,0.273,0.273,2.0,2.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,4.0,8.0,203.0
1139,67.0,1028.0,13.1,0.44,0.577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.6,2.3,0.106,0.0,0.0,0.0,0.0,366.0,0.374,0.0,0.0,0.0,366.0,0.374,0.374,130.0,211.0,0.616,0.0,0.0,293.0,41.0,0.0,0.0,165.0,404.0,206.0
1148,71.0,1866.0,15.7,0.453,0.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.4,4.2,0.108,0.0,0.0,0.0,0.0,626.0,0.364,0.0,0.0,0.0,626.0,0.364,0.364,264.0,383.0,0.689,0.0,0.0,794.0,54.0,0.0,0.0,273.0,720.0,206.0
1149,72.0,1622.0,18.8,0.497,0.523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,1.3,5.5,0.162,0.0,0.0,0.0,0.0,709.0,0.416,0.0,0.0,0.0,709.0,0.416,0.416,277.0,371.0,0.747,0.0,0.0,587.0,36.0,0.0,0.0,284.0,867.0,193.0
1151,61.0,1533.0,19.2,0.484,0.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1.3,4.7,0.148,0.0,0.0,0.0,0.0,617.0,0.394,0.0,0.0,0.0,617.0,0.394,0.394,273.0,380.0,0.718,0.0,0.0,555.0,71.0,0.0,0.0,221.0,759.0,201.0
1168,62.0,764.0,14.8,0.444,0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,1.4,0.09,0.0,0.0,0.0,0.0,343.0,0.379,0.0,0.0,0.0,343.0,0.379,0.379,94.0,126.0,0.746,0.0,0.0,233.0,22.0,0.0,0.0,106.0,354.0,206.0
1169,60.0,1592.0,17.6,0.489,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,1.2,4.5,0.134,0.0,0.0,0.0,0.0,585.0,0.432,0.0,0.0,0.0,585.0,0.432,0.432,167.0,234.0,0.714,0.0,0.0,401.0,113.0,0.0,0.0,118.0,673.0,193.0
1171,69.0,2531.0,26.6,0.544,0.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,2.1,13.7,0.259,0.0,0.0,0.0,0.0,1163.0,0.447,0.0,0.0,0.0,1163.0,0.447,0.447,535.0,648.0,0.826,0.0,0.0,855.0,203.0,0.0,0.0,231.0,1575.0,211.0
1175,72.0,2191.0,17.3,0.462,0.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.7,5.4,0.117,0.0,0.0,0.0,0.0,827.0,0.403,0.0,0.0,0.0,827.0,0.403,0.403,225.0,313.0,0.719,0.0,0.0,807.0,90.0,0.0,0.0,190.0,891.0,190.0
1180,69.0,2492.0,21.9,0.471,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.2,8.2,0.157,0.0,0.0,0.0,0.0,1348.0,0.426,0.0,0.0,0.0,1348.0,0.426,0.426,286.0,399.0,0.717,0.0,0.0,932.0,139.0,0.0,0.0,251.0,1434.0,185.0
1202,71.0,2491.0,28.1,0.494,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,3.2,11.6,0.224,0.0,0.0,0.0,0.0,1477.0,0.415,0.0,0.0,0.0,1477.0,0.415,0.415,529.0,684.0,0.773,0.0,0.0,1037.0,133.0,0.0,0.0,181.0,1755.0,193.0
1208,72.0,2114.0,10.6,0.402,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,2.8,2.0,0.046,0.0,0.0,0.0,0.0,869.0,0.344,0.0,0.0,0.0,869.0,0.344,0.344,206.0,297.0,0.694,0.0,0.0,437.0,127.0,0.0,0.0,307.0,804.0,198.0
1209,43.0,935.0,12.8,0.458,0.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,2.7,0.14,0.0,0.0,0.0,0.0,307.0,0.388,0.0,0.0,0.0,307.0,0.388,0.388,106.0,156.0,0.679,0.0,0.0,286.0,53.0,0.0,0.0,163.0,344.0,196.0
