,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FGA,FG%,3P,3PA,3P%,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,height
2165,8.0,37.0,10.3,0.367,0.05,0.0,0.0,0.0,12.1,0.0,0.0,0.0,0.0,-0.1,0.0,-0.1,-0.073,0.0,0.0,0.0,0.0,20.0,0.35,0.0,0.0,0.0,20.0,0.35,0.35,1.0,1.0,1.0,0.0,0.0,12.0,3.0,0.0,0.0,6.0,15.0,196.0
2179,3.0,25.0,13.0,0.6,0.0,0.0,0.0,0.0,14.9,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.241,0.0,0.0,0.0,0.0,5.0,0.6,0.0,0.0,0.0,5.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,5.0,6.0,206.0
2184,62.0,753.0,8.3,0.422,0.262,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,-0.3,0.8,0.6,0.036,0.0,0.0,0.0,0.0,221.0,0.38,0.0,0.0,0.0,221.0,0.38,0.38,40.0,58.0,0.69,0.0,0.0,206.0,38.0,0.0,0.0,136.0,208.0,198.0
2185,80.0,3042.0,17.8,0.477,0.279,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,3.1,2.4,5.5,0.087,0.0,0.0,0.0,0.0,1457.0,0.432,0.0,0.0,0.0,1457.0,0.432,0.432,302.0,407.0,0.742,0.0,0.0,1175.0,133.0,0.0,0.0,339.0,1560.0,201.0
2191,78.0,3466.0,19.5,0.472,0.435,0.0,0.0,0.0,14.8,0.0,0.0,0.0,0.0,2.4,14.4,16.9,0.234,0.0,0.0,0.0,0.0,980.0,0.438,0.0,0.0,0.0,980.0,0.438,0.438,244.0,426.0,0.573,0.0,0.0,1878.0,410.0,0.0,0.0,204.0,1102.0,185.0
2208,80.0,2002.0,10.3,0.478,0.295,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.9,1.5,2.4,0.058,0.0,0.0,0.0,0.0,376.0,0.465,0.0,0.0,0.0,376.0,0.465,0.465,56.0,111.0,0.505,0.0,0.0,690.0,105.0,0.0,0.0,235.0,406.0,201.0
2210,39.0,288.0,2.6,0.271,0.194,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-1.6,0.2,-1.4,-0.236,0.0,0.0,0.0,0.0,155.0,0.265,0.0,0.0,0.0,155.0,0.265,0.265,9.0,30.0,0.3,0.0,0.0,102.0,11.0,0.0,0.0,59.0,91.0,206.0
2223,80.0,3072.0,18.5,0.535,0.43,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.3,3.0,10.3,0.161,0.0,0.0,0.0,0.0,1301.0,0.473,0.0,0.0,0.0,1301.0,0.473,0.473,424.0,559.0,0.758,0.0,0.0,1086.0,125.0,0.0,0.0,344.0,1656.0,188.0
2224,80.0,3352.0,19.3,0.543,0.502,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,8.3,1.2,9.5,0.136,0.0,0.0,0.0,0.0,1373.0,0.506,0.0,0.0,0.0,1373.0,0.506,0.506,430.0,689.0,0.624,0.0,0.0,1254.0,235.0,0.0,0.0,294.0,1820.0,190.0
2225,8.0,268.0,17.7,0.495,0.54,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.4,0.2,0.6,0.108,0.0,0.0,0.0,0.0,124.0,0.452,0.0,0.0,0.0,124.0,0.452,0.452,40.0,67.0,0.597,0.0,0.0,102.0,18.0,0.0,0.0,32.0,152.0,193.0
2226,72.0,3084.0,19.4,0.548,0.498,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,7.9,1.0,8.9,0.139,0.0,0.0,0.0,0.0,1249.0,0.512,0.0,0.0,0.0,1249.0,0.512,0.512,390.0,622.0,0.627,0.0,0.0,1152.0,217.0,0.0,0.0,262.0,1668.0,185.0
2234,42.0,713.0,13.3,0.448,0.478,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.062,0.0,0.0,0.0,0.0,299.0,0.395,0.0,0.0,0.0,299.0,0.395,0.395,88.0,143.0,0.615,0.0,0.0,252.0,36.0,0.0,0.0,119.0,324.0,196.0
2239,79.0,3737.0,28.3,0.547,0.49,0.0,0.0,0.0,16.8,0.0,0.0,0.0,0.0,12.9,8.5,21.4,0.275,0.0,0.0,0.0,0.0,1990.0,0.54,0.0,0.0,0.0,1990.0,0.54,0.54,501.0,976.0,0.513,0.0,0.0,1943.0,414.0,0.0,0.0,171.0,2649.0,206.0
2242,67.0,1021.0,16.4,0.459,0.264,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.3,2.6,2.9,0.137,0.0,0.0,0.0,0.0,549.0,0.403,0.0,0.0,0.0,549.0,0.403,0.403,120.0,145.0,0.828,0.0,0.0,432.0,50.0,0.0,0.0,207.0,562.0,206.0
2245,57.0,782.0,11.6,0.444,0.255,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,-0.1,0.6,0.5,0.031,0.0,0.0,0.0,0.0,322.0,0.416,0.0,0.0,0.0,322.0,0.416,0.416,50.0,82.0,0.61,0.0,0.0,245.0,43.0,0.0,0.0,113.0,318.0,201.0
2249,80.0,2219.0,13.0,0.467,0.276,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.9,1.9,2.8,0.062,0.0,0.0,0.0,0.0,927.0,0.424,0.0,0.0,0.0,927.0,0.424,0.424,186.0,256.0,0.727,0.0,0.0,735.0,74.0,0.0,0.0,232.0,972.0,229.0
2250,80.0,1882.0,9.2,0.454,0.415,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.2,1.3,1.5,0.038,0.0,0.0,0.0,0.0,564.0,0.411,0.0,0.0,0.0,564.0,0.411,0.411,141.0,234.0,0.603,0.0,0.0,525.0,81.0,0.0,0.0,287.0,605.0,203.0
2254,66.0,1229.0,12.3,0.457,0.344,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.3,0.9,1.2,0.047,0.0,0.0,0.0,0.0,457.0,0.411,0.0,0.0,0.0,457.0,0.411,0.411,105.0,157.0,0.669,0.0,0.0,334.0,111.0,0.0,0.0,134.0,481.0,201.0
2276,77.0,1413.0,10.8,0.478,0.404,0.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,0.7,1.5,2.1,0.072,0.0,0.0,0.0,0.0,337.0,0.448,0.0,0.0,0.0,337.0,0.448,0.448,77.0,136.0,0.566,0.0,0.0,509.0,113.0,0.0,0.0,234.0,379.0,201.0
2282,71.0,1770.0,16.3,0.481,0.393,0.0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,1.5,1.6,3.1,0.085,0.0,0.0,0.0,0.0,692.0,0.413,0.0,0.0,0.0,692.0,0.413,0.413,209.0,272.0,0.768,0.0,0.0,586.0,225.0,0.0,0.0,148.0,781.0,188.0
2307,78.0,3386.0,17.3,0.448,0.429,0.0,0.0,0.0,13.8,0.0,0.0,0.0,0.0,0.3,11.4,11.7,0.165,0.0,0.0,0.0,0.0,943.0,0.415,0.0,0.0,0.0,943.0,0.415,0.415,223.0,405.0,0.551,0.0,0.0,1779.0,371.0,0.0,0.0,221.0,1005.0,211.0
2317,79.0,2180.0,11.6,0.466,0.418,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.7,2.9,3.6,0.078,0.0,0.0,0.0,0.0,613.0,0.408,0.0,0.0,0.0,613.0,0.408,0.408,176.0,256.0,0.688,0.0,0.0,820.0,78.0,0.0,0.0,305.0,676.0,211.0
2319,10.0,72.0,14.8,0.49,0.2,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.169,0.0,0.0,0.0,0.0,30.0,0.467,0.0,0.0,0.0,30.0,0.467,0.467,4.0,6.0,0.667,0.0,0.0,30.0,3.0,0.0,0.0,15.0,32.0,188.0
2323,73.0,2891.0,15.0,0.454,0.382,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.3,4.0,4.3,0.072,0.0,0.0,0.0,0.0,1119.0,0.406,0.0,0.0,0.0,1119.0,0.406,0.406,280.0,428.0,0.654,0.0,0.0,1312.0,111.0,0.0,0.0,223.0,1188.0,190.0
2324,71.0,775.0,15.4,0.475,0.253,0.0,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.5,0.9,1.4,0.088,0.0,0.0,0.0,0.0,324.0,0.444,0.0,0.0,0.0,324.0,0.444,0.444,54.0,82.0,0.659,0.0,0.0,314.0,60.0,0.0,0.0,138.0,342.0,206.0
2344,67.0,1386.0,8.9,0.448,0.263,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.045,0.0,0.0,0.0,0.0,289.0,0.426,0.0,0.0,0.0,289.0,0.426,0.426,43.0,76.0,0.566,0.0,0.0,490.0,63.0,0.0,0.0,171.0,289.0,206.0
2346,47.0,276.0,12.4,0.431,0.304,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,-0.1,0.2,0.1,0.015,0.0,0.0,0.0,0.0,138.0,0.391,0.0,0.0,0.0,138.0,0.391,0.391,27.0,42.0,0.643,0.0,0.0,98.0,17.0,0.0,0.0,56.0,135.0,211.0
2357,48.0,1661.0,16.5,0.528,0.375,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,3.1,1.4,4.5,0.131,0.0,0.0,0.0,0.0,694.0,0.473,0.0,0.0,0.0,694.0,0.473,0.473,197.0,260.0,0.758,0.0,0.0,515.0,60.0,0.0,0.0,189.0,853.0,201.0
2358,79.0,3010.0,18.4,0.56,0.535,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,7.4,1.4,8.8,0.14,0.0,0.0,0.0,0.0,1084.0,0.521,0.0,0.0,0.0,1084.0,0.521,0.521,369.0,580.0,0.636,0.0,0.0,1064.0,206.0,0.0,0.0,275.0,1499.0,211.0
2362,9.0,65.0,9.8,0.449,0.381,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.067,0.0,0.0,0.0,0.0,21.0,0.381,0.0,0.0,0.0,21.0,0.381,0.381,6.0,8.0,0.75,0.0,0.0,28.0,2.0,0.0,0.0,18.0,22.0,206.0
2366,81.0,3682.0,26.5,0.637,0.761,0.0,0.0,0.0,21.7,0.0,0.0,0.0,0.0,14.8,7.0,21.9,0.285,0.0,0.0,0.0,0.0,1150.0,0.683,0.0,0.0,0.0,1150.0,0.683,0.683,386.0,875.0,0.441,0.0,0.0,1957.0,630.0,0.0,0.0,143.0,1956.0,213.0
2370,54.0,529.0,11.0,0.445,0.268,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,-0.1,0.3,0.2,0.017,0.0,0.0,0.0,0.0,224.0,0.411,0.0,0.0,0.0,224.0,0.411,0.411,39.0,60.0,0.65,0.0,0.0,151.0,21.0,0.0,0.0,73.0,223.0,193.0
2374,56.0,860.0,13.9,0.459,0.224,0.0,0.0,0.0,8.1,0.0,0.0,0.0,0.0,0.1,0.9,1.0,0.054,0.0,0.0,0.0,0.0,419.0,0.422,0.0,0.0,0.0,419.0,0.422,0.422,69.0,94.0,0.734,0.0,0.0,344.0,52.0,0.0,0.0,183.0,423.0,203.0
2375,25.0,343.0,13.9,0.431,0.24,0.0,0.0,0.0,11.7,0.0,0.0,0.0,0.0,-0.2,0.4,0.2,0.021,0.0,0.0,0.0,0.0,167.0,0.389,0.0,0.0,0.0,167.0,0.389,0.389,29.0,40.0,0.725,0.0,0.0,155.0,30.0,0.0,0.0,81.0,159.0,211.0
2376,31.0,517.0,13.8,0.479,0.214,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.3,0.5,0.8,0.075,0.0,0.0,0.0,0.0,252.0,0.444,0.0,0.0,0.0,252.0,0.444,0.444,40.0,54.0,0.741,0.0,0.0,189.0,22.0,0.0,0.0,102.0,264.0,185.0
2381,77.0,1905.0,12.0,0.443,0.247,0.0,0.0,0.0,10.6,0.0,0.0,0.0,0.0,-0.5,1.4,1.0,0.024,0.0,0.0,0.0,0.0,729.0,0.399,0.0,0.0,0.0,729.0,0.399,0.399,134.0,180.0,0.744,0.0,0.0,603.0,158.0,0.0,0.0,251.0,716.0,185.0
2384,81.0,2938.0,13.6,0.466,0.245,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.7,2.5,3.2,0.052,0.0,0.0,0.0,0.0,1166.0,0.425,0.0,0.0,0.0,1166.0,0.425,0.425,211.0,286.0,0.738,0.0,0.0,970.0,170.0,0.0,0.0,258.0,1203.0,185.0
2385,72.0,729.0,14.4,0.445,0.401,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,-0.2,1.5,1.2,0.082,0.0,0.0,0.0,0.0,359.0,0.409,0.0,0.0,0.0,359.0,0.409,0.409,82.0,144.0,0.569,0.0,0.0,294.0,42.0,0.0,0.0,137.0,376.0,196.0
2387,51.0,991.0,11.6,0.46,0.349,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.1,0.8,0.9,0.046,0.0,0.0,0.0,0.0,315.0,0.419,0.0,0.0,0.0,315.0,0.419,0.419,70.0,110.0,0.636,0.0,0.0,258.0,92.0,0.0,0.0,97.0,334.0,203.0
2388,27.0,141.0,7.7,0.392,0.255,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,-0.005,0.0,0.0,0.0,0.0,47.0,0.362,0.0,0.0,0.0,47.0,0.362,0.362,7.0,12.0,0.583,0.0,0.0,64.0,5.0,0.0,0.0,39.0,41.0,203.0
2396,74.0,1367.0,12.0,0.475,0.269,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.5,2.0,2.6,0.09,0.0,0.0,0.0,0.0,383.0,0.449,0.0,0.0,0.0,383.0,0.449,0.449,63.0,103.0,0.612,0.0,0.0,455.0,94.0,0.0,0.0,164.0,407.0,208.0
2405,17.0,129.0,5.8,0.422,0.419,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,-0.1,0.1,0.0,0.018,0.0,0.0,0.0,0.0,31.0,0.419,0.0,0.0,0.0,31.0,0.419,0.419,5.0,13.0,0.385,0.0,0.0,36.0,8.0,0.0,0.0,35.0,31.0,206.0
2408,81.0,2725.0,13.6,0.498,0.265,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.089,0.0,0.0,0.0,0.0,780.0,0.474,0.0,0.0,0.0,780.0,0.474,0.474,127.0,207.0,0.614,0.0,0.0,1080.0,222.0,0.0,0.0,281.0,867.0,185.0
2421,74.0,1247.0,13.9,0.447,0.33,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,-0.2,2.3,2.1,0.08,0.0,0.0,0.0,0.0,503.0,0.408,0.0,0.0,0.0,503.0,0.408,0.408,105.0,166.0,0.633,0.0,0.0,551.0,77.0,0.0,0.0,168.0,515.0,180.0
2433,13.0,75.0,11.7,0.397,0.255,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,-0.2,0.0,-0.2,-0.099,0.0,0.0,0.0,0.0,51.0,0.373,0.0,0.0,0.0,51.0,0.373,0.373,7.0,13.0,0.538,0.0,0.0,22.0,2.0,0.0,0.0,9.0,45.0,213.0
2434,80.0,2136.0,13.3,0.474,0.272,0.0,0.0,0.0,8.6,0.0,0.0,0.0,0.0,1.0,2.4,3.5,0.078,0.0,0.0,0.0,0.0,957.0,0.441,0.0,0.0,0.0,957.0,0.441,0.441,171.0,260.0,0.658,0.0,0.0,497.0,131.0,0.0,0.0,223.0,1015.0,190.0
2446,81.0,3297.0,18.6,0.5,0.537,0.0,0.0,0.0,17.3,0.0,0.0,0.0,0.0,3.0,9.2,12.2,0.178,0.0,0.0,0.0,0.0,870.0,0.454,0.0,0.0,0.0,870.0,0.454,0.454,285.0,467.0,0.61,0.0,0.0,1700.0,472.0,0.0,0.0,258.0,1075.0,203.0
2451,45.0,1477.0,12.7,0.428,0.302,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,-1.1,1.9,0.8,0.024,0.0,0.0,0.0,0.0,681.0,0.37,0.0,0.0,0.0,681.0,0.37,0.37,156.0,206.0,0.757,0.0,0.0,404.0,84.0,0.0,0.0,132.0,660.0,198.0
2459,79.0,2156.0,12.3,0.484,0.397,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,1.2,3.1,4.3,0.096,0.0,0.0,0.0,0.0,660.0,0.426,0.0,0.0,0.0,660.0,0.426,0.426,188.0,262.0,0.718,0.0,0.0,791.0,82.0,0.0,0.0,344.0,750.0,211.0
2461,65.0,2761.0,17.4,0.48,0.417,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,1.7,5.6,7.2,0.125,0.0,0.0,0.0,0.0,1068.0,0.437,0.0,0.0,0.0,1068.0,0.437,0.437,280.0,445.0,0.629,0.0,0.0,1382.0,166.0,0.0,0.0,183.0,1214.0,193.0
2462,63.0,1036.0,11.9,0.448,0.208,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,-0.2,1.0,0.8,0.039,0.0,0.0,0.0,0.0,403.0,0.427,0.0,0.0,0.0,403.0,0.427,0.427,50.0,84.0,0.595,0.0,0.0,347.0,73.0,0.0,0.0,177.0,394.0,185.0
2475,64.0,909.0,8.6,0.406,0.369,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,-1.1,0.6,-0.4,-0.022,0.0,0.0,0.0,0.0,333.0,0.393,0.0,0.0,0.0,333.0,0.393,0.393,52.0,123.0,0.423,0.0,0.0,329.0,19.0,0.0,0.0,161.0,314.0,206.0
2478,55.0,573.0,10.5,0.419,0.368,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,-0.5,0.7,0.2,0.014,0.0,0.0,0.0,0.0,234.0,0.363,0.0,0.0,0.0,234.0,0.363,0.363,58.0,86.0,0.674,0.0,0.0,206.0,15.0,0.0,0.0,92.0,228.0,206.0
2479,12.0,125.0,3.9,0.302,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.1,-0.3,-0.12,0.0,0.0,0.0,0.0,41.0,0.195,0.0,0.0,0.0,41.0,0.195,0.195,13.0,16.0,0.813,0.0,0.0,43.0,0.0,0.0,0.0,19.0,29.0,183.0
2480,43.0,448.0,12.3,0.445,0.363,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,-0.1,0.6,0.5,0.051,0.0,0.0,0.0,0.0,193.0,0.399,0.0,0.0,0.0,193.0,0.399,0.399,45.0,70.0,0.643,0.0,0.0,163.0,15.0,0.0,0.0,73.0,199.0,196.0
2483,36.0,259.0,6.5,0.372,0.226,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,-0.7,0.1,-0.6,-0.103,0.0,0.0,0.0,0.0,137.0,0.336,0.0,0.0,0.0,137.0,0.336,0.336,20.0,31.0,0.645,0.0,0.0,57.0,14.0,0.0,0.0,48.0,112.0,193.0
2493,82.0,3068.0,19.3,0.555,0.437,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,8.2,3.6,11.8,0.185,0.0,0.0,0.0,0.0,1310.0,0.488,0.0,0.0,0.0,1310.0,0.488,0.488,455.0,573.0,0.794,0.0,0.0,959.0,174.0,0.0,0.0,295.0,1733.0,190.0
2494,82.0,2695.0,19.1,0.583,0.56,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,7.9,3.3,11.1,0.198,0.0,0.0,0.0,0.0,944.0,0.541,0.0,0.0,0.0,944.0,0.541,0.541,350.0,529.0,0.662,0.0,0.0,961.0,164.0,0.0,0.0,259.0,1372.0,185.0
2496,52.0,1805.0,17.1,0.505,0.455,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,2.5,1.6,4.1,0.109,0.0,0.0,0.0,0.0,865.0,0.423,0.0,0.0,0.0,865.0,0.423,0.423,316.0,394.0,0.802,0.0,0.0,571.0,71.0,0.0,0.0,189.0,1048.0,206.0
2498,42.0,272.0,11.0,0.405,0.112,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-0.4,0.4,0.0,-0.006,0.0,0.0,0.0,0.0,134.0,0.388,0.0,0.0,0.0,134.0,0.388,0.388,10.0,15.0,0.667,0.0,0.0,113.0,20.0,0.0,0.0,69.0,114.0,196.0
2504,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.117,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,198.0
2507,82.0,3836.0,24.7,0.557,0.677,0.0,0.0,0.0,23.2,0.0,0.0,0.0,0.0,9.7,10.7,20.4,0.255,0.0,0.0,0.0,0.0,1377.0,0.595,0.0,0.0,0.0,1377.0,0.595,0.595,354.0,932.0,0.38,0.0,0.0,1952.0,702.0,0.0,0.0,160.0,1992.0,201.0
2510,57.0,999.0,19.0,0.56,0.43,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,2.7,0.9,3.5,0.17,0.0,0.0,0.0,0.0,428.0,0.514,0.0,0.0,0.0,428.0,0.514,0.514,130.0,184.0,0.707,0.0,0.0,346.0,48.0,0.0,0.0,113.0,570.0,211.0
2519,50.0,394.0,9.1,0.44,0.46,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,-0.2,0.4,0.2,0.029,0.0,0.0,0.0,0.0,139.0,0.439,0.0,0.0,0.0,139.0,0.439,0.439,25.0,64.0,0.391,0.0,0.0,123.0,13.0,0.0,0.0,85.0,147.0,196.0
2521,81.0,2637.0,15.5,0.509,0.266,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.4,0.7,4.2,0.076,0.0,0.0,0.0,0.0,1164.0,0.467,0.0,0.0,0.0,1164.0,0.467,0.467,237.0,310.0,0.765,0.0,0.0,766.0,191.0,0.0,0.0,315.0,1325.0,196.0
2527,78.0,2719.0,13.7,0.522,0.358,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,3.2,3.3,6.4,0.114,0.0,0.0,0.0,0.0,800.0,0.475,0.0,0.0,0.0,800.0,0.475,0.475,207.0,286.0,0.724,0.0,0.0,862.0,158.0,0.0,0.0,256.0,967.0,211.0
2528,78.0,1088.0,11.7,0.439,0.383,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,-0.7,1.8,1.1,0.05,0.0,0.0,0.0,0.0,483.0,0.4,0.0,0.0,0.0,483.0,0.4,0.4,109.0,185.0,0.589,0.0,0.0,321.0,52.0,0.0,0.0,174.0,495.0,221.0
2530,59.0,841.0,11.3,0.454,0.376,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,-0.1,0.9,0.8,0.046,0.0,0.0,0.0,0.0,311.0,0.412,0.0,0.0,0.0,311.0,0.412,0.412,73.0,117.0,0.624,0.0,0.0,186.0,61.0,0.0,0.0,92.0,329.0,201.0
2532,53.0,1116.0,17.5,0.534,0.388,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,2.3,1.1,3.4,0.146,0.0,0.0,0.0,0.0,492.0,0.492,0.0,0.0,0.0,492.0,0.492,0.492,131.0,191.0,0.686,0.0,0.0,375.0,72.0,0.0,0.0,175.0,615.0,206.0
2533,55.0,624.0,11.4,0.475,0.671,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.2,0.4,0.6,0.046,0.0,0.0,0.0,0.0,161.0,0.41,0.0,0.0,0.0,161.0,0.41,0.41,66.0,108.0,0.611,0.0,0.0,230.0,29.0,0.0,0.0,85.0,198.0,211.0
2534,31.0,244.0,13.6,0.482,0.709,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.041,0.0,0.0,0.0,0.0,79.0,0.405,0.0,0.0,0.0,79.0,0.405,0.405,36.0,56.0,0.643,0.0,0.0,95.0,12.0,0.0,0.0,34.0,100.0,193.0
2535,24.0,380.0,9.9,0.467,0.634,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.1,0.3,0.4,0.05,0.0,0.0,0.0,0.0,82.0,0.415,0.0,0.0,0.0,82.0,0.415,0.415,30.0,52.0,0.577,0.0,0.0,135.0,17.0,0.0,0.0,51.0,98.0,211.0
2550,14.0,305.0,8.0,0.38,0.465,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,-0.4,0.4,0.0,-0.002,0.0,0.0,0.0,0.0,71.0,0.338,0.0,0.0,0.0,71.0,0.338,0.338,17.0,33.0,0.515,0.0,0.0,94.0,18.0,0.0,0.0,35.0,65.0,203.0
2558,82.0,2271.0,14.5,0.516,0.467,0.0,0.0,0.0,10.9,0.0,0.0,0.0,0.0,2.3,2.6,4.9,0.104,0.0,0.0,0.0,0.0,613.0,0.478,0.0,0.0,0.0,613.0,0.478,0.478,177.0,286.0,0.619,0.0,0.0,893.0,206.0,0.0,0.0,264.0,763.0,201.0
2575,82.0,2699.0,13.4,0.468,0.375,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.5,4.6,5.1,0.09,0.0,0.0,0.0,0.0,894.0,0.417,0.0,0.0,0.0,894.0,0.417,0.417,229.0,335.0,0.684,0.0,0.0,1141.0,135.0,0.0,0.0,331.0,975.0,185.0
2596,39.0,973.0,12.2,0.543,0.406,0.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,1.4,0.8,2.1,0.106,0.0,0.0,0.0,0.0,254.0,0.52,0.0,0.0,0.0,254.0,0.52,0.52,61.0,103.0,0.592,0.0,0.0,222.0,78.0,0.0,0.0,86.0,325.0,188.0
2604,59.0,559.0,7.9,0.401,0.286,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,-0.4,0.5,0.1,0.007,0.0,0.0,0.0,0.0,133.0,0.331,0.0,0.0,0.0,133.0,0.331,0.331,32.0,38.0,0.842,0.0,0.0,159.0,51.0,0.0,0.0,85.0,120.0,188.0
2615,82.0,2424.0,17.4,0.532,0.455,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,5.1,1.4,6.4,0.127,0.0,0.0,0.0,0.0,1162.0,0.489,0.0,0.0,0.0,1162.0,0.489,0.489,348.0,529.0,0.658,0.0,0.0,776.0,99.0,0.0,0.0,316.0,1484.0,208.0
2616,78.0,2953.0,17.0,0.461,0.536,0.0,0.0,0.0,14.9,0.0,0.0,0.0,0.0,0.4,7.8,8.2,0.133,0.0,0.0,0.0,0.0,858.0,0.425,0.0,0.0,0.0,858.0,0.425,0.425,247.0,460.0,0.537,0.0,0.0,1451.0,357.0,0.0,0.0,242.0,977.0,201.0
2626,10.0,44.0,14.6,0.403,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.0,-0.007,0.0,0.0,0.0,0.0,21.0,0.381,0.0,0.0,0.0,21.0,0.381,0.381,2.0,3.0,0.667,0.0,0.0,24.0,0.0,0.0,0.0,4.0,18.0,213.0
2627,73.0,2029.0,10.1,0.5,0.471,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,1.2,1.7,3.0,0.07,0.0,0.0,0.0,0.0,456.0,0.452,0.0,0.0,0.0,456.0,0.452,0.452,139.0,215.0,0.647,0.0,0.0,685.0,85.0,0.0,0.0,312.0,551.0,213.0
